temporada_atual,rodada_atual,id_piloto_atual,posicao_quali_atual,q1_atual,q2_atual,q3_atual,target,id_circuito_atual,id_equipe_atual,grid_anterior,posicao_ultima_corrida,posicao_equipe_anterior,pontos_equipe_anterior,vitorias_equipe_anterior,dif_para_pole_atual,pontos_anterior,posicao_camp_anterior,num_vitorias_anterior,media_ultimas_3_anterior,media_ultimas_5_anterior,qtde_abandonos_anterior,media_posicao_ganha_anterior,tendencia_desempenho,temp_ar_media,temp_pista_media,umidade_media,corrida_molhada,perc_voltas_chuva
2024,1,sargeant,18,90770.0,,,20,bahrain,williams,,,,,,,,,,,,,,,18.23,23.65,48.82,0,0.0
2024,1,stroll,12,89965.0,90200.0,,10,bahrain,aston_martin,,,,,,,,,,,,,,,18.23,23.65,48.82,0,0.0
2024,1,tsunoda,11,90481.0,90129.0,,14,bahrain,rb,,,,,,,,,,,,,,,18.23,23.65,48.82,0,0.0
2024,1,zhou,17,90757.0,,,11,bahrain,sauber,,,,,,,,,,,,,,,18.23,23.65,48.82,0,0.0
2024,2,albon,12,89107.0,88980.0,,11,jeddah,williams,13,15,9,0,0,,0,15.0,0,15.0,15.0,0,-2.0,0.0,25.53,31.59,62.34,0,0.0
2024,2,alonso,4,88706.0,88122.0,87846.0,5,jeddah,aston_martin,6,9,5,3,0,374.0,2,9.0,0,9.0,9.0,0,-3.0,0.0,25.53,31.59,62.34,0,0.0
2024,2,bearman,11,88984.0,88642.0,,7,jeddah,ferrari,,,2,27,0,,,,,,,,,,25.53,31.59,62.34,0,0.0
2024,2,bottas,16,89179.0,,,17,jeddah,sauber,16,19,6,0,0,,0,19.0,0,19.0,19.0,0,-3.0,0.0,25.53,31.59,62.34,0,0.0
2024,2,gasly,18,89479.0,,,20,jeddah,alpine,20,18,10,0,0,,0,18.0,0,18.0,18.0,0,2.0,0.0,25.53,31.59,62.34,0,0.0
2024,2,hamilton,8,88994.0,88606.0,88460.0,9,jeddah,mercedes,9,7,3,16,0,988.0,6,7.0,0,7.0,7.0,0,2.0,0.0,25.53,31.59,62.34,0,0.0
2024,2,hulkenberg,15,89055.0,,,10,jeddah,haas,10,16,7,0,0,,0,16.0,0,16.0,16.0,0,-6.0,0.0,25.53,31.59,62.34,0,0.0
2024,2,kevin_magnussen,13,89069.0,89020.0,,12,jeddah,haas,15,12,7,0,0,,0,12.0,0,12.0,12.0,0,3.0,0.0,25.53,31.59,62.34,0,0.0
2024,2,leclerc,2,88318.0,88112.0,87791.0,3,jeddah,ferrari,2,4,2,27,0,319.0,12,4.0,0,4.0,4.0,0,-2.0,0.0,25.53,31.59,62.34,0,0.0
2024,2,max_verstappen,1,88171.0,88033.0,87472.0,1,jeddah,red_bull,1,1,1,44,1,0.0,26,1.0,1,1.0,1.0,0,0.0,0.0,25.53,31.59,62.34,0,0.0
2024,2,norris,6,88805.0,88479.0,88132.0,8,jeddah,mclaren,7,6,4,12,0,660.0,8,6.0,0,6.0,6.0,0,1.0,0.0,25.53,31.59,62.34,0,0.0
2024,2,ocon,17,89475.0,,,13,jeddah,alpine,19,17,10,0,0,,0,17.0,0,17.0,17.0,0,2.0,0.0,25.53,31.59,62.34,0,0.0
