temporada_atual,rodada_atual,id_piloto_atual,posicao_quali_atual,q1_atual,q2_atual,q3_atual,target,id_circuito_atual,id_equipe_atual,grid_anterior,posicao_ultima_corrida,status,pontos_anterior_individual,posicao_equipe_anterior,pontos_equipe_anterior,vitorias_equipe_anterior,dif_para_pole_atual,pontos_anterior,posicao_camp_anterior,num_vitorias_anterior,media_ultimas_3_anterior,media_ultimas_5_anterior,qtde_abandonos_anterior,media_posicao_ganha_anterior,tendencia_desempenho,temp_ar_media,temp_pista_media,umidade_media,corrida_molhada,perc_voltas_chuva
2019,2,albon,12,89514.0,89513.0,,9,bahrain,toro_rosso,13,14,+1 Lap,0,8,1,0,,0,14.0,0,14.0,14.0,0.0,-1.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,bottas,4,89498.0,88830.0,88256.0,2,bahrain,mercedes,2,1,Finished,26,1,44,1,390.0,26,1.0,1,1.0,1.0,0.0,1.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,gasly,13,89900.0,89526.0,,8,bahrain,red_bull,17,11,+1 Lap,0,3,15,0,,0,11.0,0,11.0,11.0,0.0,6.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,giovinazzi,16,90026.0,,,11,bahrain,alfa,14,15,+1 Lap,0,6,4,0,,0,15.0,0,15.0,15.0,0.0,-1.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,grosjean,8,89688.0,89249.0,89015.0,20,bahrain,haas,6,18,Wheel,0,4,8,0,1149.0,0,,0,18.0,18.0,0.0,-12.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,hamilton,3,89262.0,88578.0,88190.0,1,bahrain,mercedes,1,2,Finished,18,1,44,1,324.0,18,2.0,0,2.0,2.0,0.0,-1.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,hulkenberg,17,90034.0,,,17,bahrain,renault,11,7,+1 Lap,6,5,6,0,,6,7.0,0,7.0,7.0,0.0,4.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,kevin_magnussen,6,89532.0,89017.0,88757.0,13,bahrain,haas,7,6,Finished,8,4,8,0,891.0,8,6.0,0,6.0,6.0,0.0,1.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,kubica,20,91799.0,,,16,bahrain,williams,20,17,+3 Laps,0,10,0,0,,0,17.0,0,17.0,17.0,0.0,3.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,kvyat,15,89876.0,89854.0,,12,bahrain,toro_rosso,15,10,+1 Lap,1,8,1,0,,1,10.0,0,10.0,10.0,0.0,5.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,leclerc,1,88495.0,88046.0,87866.0,3,bahrain,ferrari,5,5,Finished,10,2,22,0,0.0,10,5.0,0,5.0,5.0,0.0,0.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,max_verstappen,5,89579.0,89109.0,88752.0,4,bahrain,red_bull,4,3,Finished,15,3,15,0,886.0,15,3.0,0,3.0,3.0,0.0,1.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,norris,10,89381.0,89258.0,89043.0,6,bahrain,mclaren,8,12,+1 Lap,0,9,0,0,1177.0,0,12.0,0,12.0,12.0,0.0,-4.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,perez,14,89893.0,89756.0,,10,bahrain,racing_point,10,13,+1 Lap,0,7,2,0,,0,13.0,0,13.0,13.0,0.0,-3.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,raikkonen,9,89959.0,89471.0,89022.0,7,bahrain,alfa,9,8,+1 Lap,4,6,4,0,1156.0,4,8.0,0,8.0,8.0,0.0,1.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,ricciardo,11,89859.0,89488.0,,18,bahrain,renault,12,19,Damage,0,5,6,0,,0,,0,19.0,19.0,0.0,-7.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,russell,19,91759.0,,,15,bahrain,williams,19,16,+2 Laps,0,10,0,0,,0,16.0,0,16.0,16.0,0.0,3.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,sainz,7,89528.0,89055.0,88813.0,19,bahrain,mclaren,18,20,Engine,0,9,0,0,947.0,0,,0,20.0,20.0,0.0,-2.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,stroll,18,90217.0,,,14,bahrain,racing_point,16,9,+1 Lap,2,7,2,0,,2,9.0,0,9.0,9.0,0.0,7.0,0.0,26.21,28.61,53.37,0,0.0
2019,2,vettel,2,88733.0,88356.0,88160.0,5,bahrain,ferrari,3,4,Finished,12,2,22,0,294.0,12,4.0,0,4.0,4.0,0.0,-1.0,0.0,26.21,28.61,53.37,0,0.0
2019,3,albon,,,,,10,shanghai,toro_rosso,12,9,Finished,2,8,3,0,,2,12.0,0,11.5,11.5,0.0,1.0,0.0,19.33,27.34,45.98,0,0.0
2019,3,bottas,1,92658.0,91728.0,91547.0,2,shanghai,mercedes,4,2,Finished,18,1,87,2,0.0,44,1.0,1,1.5,1.5,0.0,1.5,0.0,19.33,27.34,45.98,0,0.0
2019,3,gasly,6,93863.0,92948.0,92930.0,6,shanghai,red_bull,13,8,Finished,4,3,31,0,1383.0,4,10.0,0,9.5,9.5,0.0,5.5,0.0,19.33,27.34,45.98,0,0.0
2019,3,giovinazzi,,,,,15,shanghai,alfa,16,11,Finished,0,4,10,0,,0,15.0,0,13.0,13.0,0.0,2.0,0.0,19.33,27.34,45.98,0,0.0
2019,3,grosjean,10,93752.0,93156.0,,11,shanghai,haas,11,20,Retired,0,6,8,0,,0,,0,19.0,19.0,1.0,-10.5,0.0,19.33,27.34,45.98,0,0.0
2019,3,hamilton,2,93115.0,91637.0,91570.0,1,shanghai,mercedes,3,1,Finished,25,1,87,2,23.0,43,2.0,1,1.5,1.5,0.0,0.5,0.0,19.33,27.34,45.98,0,0.0
2019,3,hulkenberg,8,93644.0,93968.0,92962.0,20,shanghai,renault,17,17,Engine,0,7,6,0,1415.0,6,9.0,0,12.0,12.0,0.0,2.0,0.0,19.33,27.34,45.98,0,0.0
2019,3,kevin_magnussen,9,94036.0,93150.0,,13,shanghai,haas,6,13,+1 Lap,0,6,8,0,,8,8.0,0,9.5,9.5,0.0,-3.0,0.0,19.33,27.34,45.98,0,0.0
2019,3,kubica,18,95281.0,,,17,shanghai,williams,20,16,+2 Laps,0,10,0,0,,0,17.0,0,16.5,16.5,0.0,3.5,0.0,19.33,27.34,45.98,0,0.0
2019,3,kvyat,11,93783.0,93236.0,,19,shanghai,toro_rosso,15,12,+1 Lap,0,8,3,0,,1,13.0,0,11.0,11.0,0.0,4.0,0.0,19.33,27.34,45.98,0,0.0
2019,3,leclerc,4,92712.0,92324.0,91865.0,5,shanghai,ferrari,1,3,Finished,16,2,48,0,318.0,26,4.0,0,4.0,4.0,0.0,-1.0,0.0,19.33,27.34,45.98,0,0.0
2019,3,max_verstappen,5,93274.0,92369.0,92089.0,4,shanghai,red_bull,5,4,Finished,12,3,31,0,542.0,27,3.0,0,3.5,3.5,0.0,1.0,0.0,19.33,27.34,45.98,0,0.0
2019,3,norris,15,94148.0,93967.0,,18,shanghai,mclaren,9,6,Finished,8,5,8,0,,8,7.0,0,9.0,9.0,0.0,-0.5,0.0,19.33,27.34,45.98,0,0.0
2019,3,perez,12,94026.0,93299.0,,8,shanghai,racing_point,14,10,Finished,1,9,3,0,,1,14.0,0,11.5,11.5,0.0,0.5,0.0,19.33,27.34,45.98,0,0.0
2019,3,raikkonen,13,94125.0,93419.0,,9,shanghai,alfa,8,7,Finished,6,4,10,0,,10,6.0,0,7.5,7.5,0.0,1.0,0.0,19.33,27.34,45.98,0,0.0
2019,3,ricciardo,7,93709.0,93214.0,92958.0,7,shanghai,renault,10,18,Out of fuel,0,7,6,0,1411.0,0,,0,18.5,18.5,0.0,-7.5,0.0,19.33,27.34,45.98,0,0.0
2019,3,russell,17,95253.0,,,16,shanghai,williams,19,15,+1 Lap,0,10,0,0,,0,16.0,0,15.5,15.5,0.0,3.5,0.0,19.33,27.34,45.98,0,0.0
2019,3,sainz,14,93686.0,93523.0,,14,shanghai,mclaren,7,19,Collision damage,0,5,8,0,,0,,0,19.5,19.5,0.0,-7.0,0.0,19.33,27.34,45.98,0,0.0
2019,3,stroll,16,94292.0,,,12,shanghai,racing_point,18,14,+1 Lap,0,9,3,0,,2,11.0,0,11.5,11.5,0.0,5.5,0.0,19.33,27.34,45.98,0,0.0
2019,3,vettel,3,93557.0,92232.0,91848.0,3,shanghai,ferrari,2,5,Finished,10,2,48,0,301.0,22,5.0,0,4.5,4.5,0.0,-2.0,0.0,19.33,27.34,45.98,0,0.0
2019,4,albon,12,102154.0,102494.0,,11,baku,toro_rosso,0,10,+1 Lap,1,9,4,0,,3,13.0,0,11.0,11.0,0.0,-2.67,0.0,19.76,39.65,51.41,0,0.0
2019,4,bottas,1,102026.0,101500.0,100495.0,1,baku,mercedes,1,2,Finished,18,1,130,3,0.0,62,2.0,1,1.67,1.67,0.0,0.67,0.0,19.76,39.65,51.41,0,0.0
2019,4,gasly,20,,,,17,baku,red_bull,6,6,Finished,9,3,52,0,,13,6.0,0,8.33,8.33,0.0,3.67,0.0,19.76,39.65,51.41,0,0.0
2019,4,giovinazzi,8,102140.0,102381.0,102424.0,12,baku,alfa,19,15,+1 Lap,0,5,12,0,1929.0,0,16.0,0,13.67,13.67,0.0,2.67,0.0,19.76,39.65,51.41,0,0.0
2019,4,grosjean,15,103407.0,,,18,baku,haas,10,11,+1 Lap,0,6,8,0,,0,17.0,0,16.33,16.33,1.0,-7.33,0.0,19.76,39.65,51.41,0,0.0
2019,4,hamilton,2,101614.0,101580.0,100554.0,2,baku,mercedes,2,1,Finished,25,1,130,3,59.0,68,1.0,2,1.33,1.33,0.0,0.67,0.0,19.76,39.65,51.41,0,0.0
2019,4,hulkenberg,16,103427.0,,,14,baku,renault,8,20,Power Unit,0,4,12,0,,6,10.0,0,14.67,14.67,0.0,-2.67,0.0,19.76,39.65,51.41,0,0.0
2019,4,kevin_magnussen,13,102382.0,102699.0,,13,baku,haas,9,13,+1 Lap,0,6,8,0,,8,9.0,0,10.67,10.67,0.0,-3.33,0.0,19.76,39.65,51.41,0,0.0
2019,4,kubica,18,105455.0,,,16,baku,williams,18,17,+2 Laps,0,10,0,0,,0,20.0,0,16.67,16.67,0.0,2.67,0.0,19.76,39.65,51.41,0,0.0
2019,4,kvyat,6,102324.0,102221.0,101681.0,19,baku,toro_rosso,11,19,Collision,0,9,4,0,1186.0,1,15.0,0,13.67,13.67,0.0,0.0,0.0,19.76,39.65,51.41,0,0.0
2019,4,leclerc,9,101426.0,101995.0,,5,baku,ferrari,4,5,Finished,10,2,73,0,,36,5.0,0,4.33,4.33,0.0,-1.0,0.0,19.76,39.65,51.41,0,0.0
2019,4,max_verstappen,4,101727.0,101388.0,101069.0,4,baku,red_bull,5,4,Finished,12,3,52,0,574.0,39,3.0,0,3.67,3.67,0.0,1.0,0.0,19.76,39.65,51.41,0,0.0
2019,4,norris,7,102371.0,102084.0,101886.0,8,baku,mclaren,15,18,Collision,0,7,8,0,1391.0,8,8.0,0,12.0,12.0,0.0,-1.33,0.0,19.76,39.65,51.41,0,0.0
2019,4,perez,5,102249.0,101870.0,101593.0,6,baku,racing_point,12,8,+1 Lap,4,8,7,0,1098.0,5,12.0,0,10.33,10.33,0.0,1.67,0.0,19.76,39.65,51.41,0,0.0
2019,4,raikkonen,19,,,,10,baku,alfa,13,9,+1 Lap,2,5,12,0,,12,7.0,0,8.0,8.0,0.0,2.0,0.0,19.76,39.65,51.41,0,0.0
2019,4,ricciardo,11,102486.0,102477.0,,20,baku,renault,7,7,+1 Lap,6,4,12,0,,6,11.0,0,14.67,14.67,0.0,-5.0,0.0,19.76,39.65,51.41,0,0.0
2019,4,russell,17,105062.0,,,15,baku,williams,17,16,+2 Laps,0,10,0,0,,0,19.0,0,15.67,15.67,0.0,2.67,0.0,19.76,39.65,51.41,0,0.0
2019,4,sainz,10,101936.0,102398.0,,7,baku,mclaren,14,14,+1 Lap,0,7,8,0,,0,18.0,0,17.67,17.67,0.0,-4.67,0.0,19.76,39.65,51.41,0,0.0
2019,4,stroll,14,102630.0,,,9,baku,racing_point,16,12,+1 Lap,0,8,7,0,,2,14.0,0,11.67,11.67,0.0,5.0,0.0,19.76,39.65,51.41,0,0.0
2019,4,vettel,3,102042.0,101889.0,100797.0,3,baku,ferrari,3,3,Finished,15,2,73,0,302.0,37,4.0,0,4.0,4.0,0.0,-1.33,0.0,19.76,39.65,51.41,0,0.0
2019,5,albon,12,77796.0,77445.0,,11,catalunya,toro_rosso,11,11,+1 Lap,0,9,4,0,,3,15.0,0,10.0,11.0,0.0,-2.33,-1.0,20.15,40.73,54.72,0,0.0
2019,5,bottas,1,76979.0,75924.0,75406.0,2,catalunya,mercedes,1,1,Finished,25,1,173,4,0.0,87,1.0,2,1.67,1.5,0.0,0.33,0.17,20.15,40.73,54.72,0,0.0
2019,5,gasly,6,77862.0,76932.0,76708.0,6,catalunya,red_bull,0,17,Transmission,0,3,64,0,1302.0,13,7.0,0,10.33,10.5,0.0,-4.0,-0.17,20.15,40.73,54.72,0,0.0
2019,5,giovinazzi,18,78664.0,,,16,catalunya,alfa,17,12,+1 Lap,0,6,13,0,,0,17.0,0,12.67,13.25,0.0,4.67,-0.58,20.15,40.73,54.72,0,0.0
2019,5,grosjean,7,78042.0,77066.0,76911.0,10,catalunya,haas,14,18,Brakes,0,8,8,0,1505.0,0,18.0,0,16.33,16.75,1.0,-4.67,-0.42,20.15,40.73,54.72,0,0.0
2019,5,hamilton,2,77292.0,76038.0,76040.0,1,catalunya,mercedes,2,2,Finished,18,1,173,4,634.0,86,2.0,2,1.33,1.5,0.0,1.0,-0.17,20.15,40.73,54.72,0,0.0
2019,5,hulkenberg,16,78404.0,,,13,catalunya,renault,15,14,+1 Lap,0,7,12,0,,6,11.0,0,17.0,14.5,0.0,-3.67,2.5,20.15,40.73,54.72,0,0.0
2019,5,kevin_magnussen,8,77669.0,77272.0,76922.0,7,catalunya,haas,12,13,+1 Lap,0,8,8,0,1516.0,8,10.0,0,13.0,11.25,0.0,-4.0,1.75,20.15,40.73,54.72,0,0.0
2019,5,kubica,20,80254.0,,,18,catalunya,williams,0,16,+2 Laps,0,10,0,0,,0,20.0,0,16.33,16.5,0.0,-3.67,-0.17,20.15,40.73,54.72,0,0.0
2019,5,kvyat,9,77914.0,77243.0,77573.0,9,catalunya,toro_rosso,6,19,Collision,0,9,4,0,2167.0,1,16.0,0,16.67,15.0,0.0,-6.0,1.67,20.15,40.73,54.72,0,0.0
2019,5,leclerc,5,77388.0,76714.0,76588.0,5,catalunya,ferrari,8,5,Finished,11,2,99,0,1182.0,47,5.0,0,4.33,4.5,0.0,0.0,-0.17,20.15,40.73,54.72,0,0.0
2019,5,max_verstappen,4,77244.0,76726.0,76357.0,3,catalunya,red_bull,4,4,Finished,12,3,64,0,951.0,51,4.0,0,4.0,3.75,0.0,0.67,0.25,20.15,40.73,54.72,0,0.0
2019,5,norris,11,77611.0,77338.0,,20,catalunya,mclaren,7,8,Finished,4,4,18,0,,12,9.0,0,10.67,11.0,0.0,-0.33,-0.33,20.15,40.73,54.72,0,0.0
2019,5,perez,15,78286.0,77886.0,,15,catalunya,racing_point,5,6,Finished,8,5,17,0,,13,6.0,0,8.0,9.25,0.0,2.33,-1.25,20.15,40.73,54.72,0,0.0
2019,5,raikkonen,14,78132.0,77788.0,,14,catalunya,alfa,0,10,+1 Lap,1,6,13,0,,13,8.0,0,8.67,8.5,0.0,-1.67,0.17,20.15,40.73,54.72,0,0.0
2019,5,ricciardo,10,78385.0,77299.0,78106.0,12,catalunya,renault,10,20,Collision,0,7,12,0,2700.0,6,13.0,0,15.0,16.0,0.0,-6.0,-1.0,20.15,40.73,54.72,0,0.0
2019,5,russell,19,79072.0,,,17,catalunya,williams,16,15,+2 Laps,0,10,0,0,,0,19.0,0,15.33,15.5,0.0,2.0,-0.17,20.15,40.73,54.72,0,0.0
2019,5,sainz,13,77760.0,77599.0,,8,catalunya,mclaren,9,7,Finished,6,4,18,0,,6,12.0,0,13.33,15.0,0.0,-3.33,-1.67,20.15,40.73,54.72,0,0.0
2019,5,stroll,17,78471.0,,,19,catalunya,racing_point,13,9,Finished,2,5,17,0,,4,14.0,0,11.67,11.0,0.0,4.0,0.67,20.15,40.73,54.72,0,0.0
2019,5,vettel,3,77425.0,76667.0,76272.0,4,catalunya,ferrari,3,3,Finished,15,2,99,0,866.0,52,3.0,0,3.67,3.75,0.0,-1.0,-0.08,20.15,40.73,54.72,0,0.0
2019,6,albon,10,72007.0,71429.0,71653.0,8,monaco,toro_rosso,11,11,Finished,0,9,6,0,1487.0,3,15.0,0,10.67,11.0,0.0,-3.33,-0.33,22.75,32.73,52.7,1,62.6
2019,6,bottas,2,71562.0,70701.0,70252.0,3,monaco,mercedes,1,2,Finished,18,1,217,5,86.0,105,2.0,2,1.67,1.6,0.0,-0.67,0.07,22.75,32.73,52.7,1,62.6
2019,6,gasly,5,71740.0,71457.0,71041.0,5,monaco,red_bull,6,6,Finished,8,3,87,0,875.0,21,6.0,0,9.67,9.6,0.0,-5.67,0.07,22.75,32.73,52.7,1,62.6
2019,6,giovinazzi,15,71976.0,72185.0,,19,monaco,alfa,18,16,Finished,0,7,13,0,,0,18.0,0,14.33,13.8,0.0,3.67,0.53,22.75,32.73,52.7,1,62.6
2019,6,grosjean,13,71837.0,72027.0,,10,monaco,haas,7,10,Finished,1,6,15,0,,1,17.0,0,13.0,15.4,1.0,-2.67,-2.4,22.75,32.73,52.7,1,62.6
2019,6,hamilton,1,71542.0,70835.0,70166.0,1,monaco,mercedes,2,1,Finished,26,1,217,5,0.0,112,1.0,3,1.33,1.4,0.0,0.67,-0.07,22.75,32.73,52.7,1,62.6
2019,6,hulkenberg,11,72097.0,71670.0,,13,monaco,renault,0,13,Finished,0,8,12,0,,6,13.0,0,15.67,14.2,0.0,-8.0,1.47,22.75,32.73,52.7,1,62.6
2019,6,kevin_magnussen,6,71865.0,71363.0,71109.0,14,monaco,haas,8,7,Finished,6,6,15,0,943.0,14,7.0,0,11.0,10.4,0.0,-1.33,0.6,22.75,32.73,52.7,1,62.6
2019,6,kubica,20,73751.0,,,18,monaco,williams,17,18,+1 Lap,0,10,0,0,,0,20.0,0,17.0,16.8,0.0,-5.33,0.2,22.75,32.73,52.7,1,62.6
2019,6,kvyat,8,71602.0,71412.0,71271.0,7,monaco,toro_rosso,9,9,Finished,2,9,6,0,1105.0,3,16.0,0,15.67,13.8,0.0,-7.0,1.87,22.75,32.73,52.7,1,62.6
2019,6,leclerc,16,72149.0,,,20,monaco,ferrari,5,5,Finished,10,2,121,0,,57,5.0,0,5.0,4.6,0.0,0.67,0.4,22.75,32.73,52.7,1,62.6
2019,6,max_verstappen,3,71597.0,70618.0,70641.0,4,monaco,red_bull,4,3,Finished,15,3,87,0,475.0,66,3.0,0,3.67,3.6,0.0,0.67,0.07,22.75,32.73,52.7,1,62.6
2019,6,norris,12,71845.0,71724.0,,11,monaco,mclaren,10,20,Collision,0,4,22,0,,12,10.0,0,15.33,12.8,0.0,-4.67,2.53,22.75,32.73,52.7,1,62.6
2019,6,perez,17,72233.0,,,12,monaco,racing_point,15,15,Finished,0,5,17,0,,13,8.0,0,9.67,10.4,0.0,1.0,-0.73,22.75,32.73,52.7,1,62.6
2019,6,raikkonen,14,71993.0,72115.0,,17,monaco,alfa,14,14,Finished,0,7,13,0,,13,9.0,0,11.0,9.6,0.0,-2.0,1.4,22.75,32.73,52.7,1,62.6
2019,6,ricciardo,7,71767.0,71543.0,71218.0,9,monaco,renault,13,12,Finished,0,8,12,0,1052.0,6,12.0,0,13.0,15.2,0.0,-3.0,-2.2,22.75,32.73,52.7,1,62.6
2019,6,russell,19,73477.0,,,15,monaco,williams,19,17,+1 Lap,0,10,0,0,,0,19.0,0,16.0,15.8,0.0,1.33,0.2,22.75,32.73,52.7,1,62.6
2019,6,sainz,9,71872.0,71608.0,71417.0,6,monaco,mclaren,12,8,Finished,4,4,22,0,1251.0,10,11.0,0,9.67,13.6,0.0,2.0,-3.93,22.75,32.73,52.7,1,62.6
2019,6,stroll,18,72846.0,,,16,monaco,racing_point,16,19,Collision,0,5,17,0,,4,14.0,0,13.33,12.6,0.0,1.67,0.73,22.75,32.73,52.7,1,62.6
2019,6,vettel,4,71434.0,71227.0,70947.0,2,monaco,ferrari,3,4,Finished,12,2,121,0,781.0,64,4.0,0,3.33,3.8,0.0,-0.33,-0.47,22.75,32.73,52.7,1,62.6
2019,7,albon,14,72020.0,72193.0,,19,villeneuve,toro_rosso,10,8,Finished,4,7,16,0,,7,14.0,0,10.0,9.8,0.0,0.67,0.2,29.37,51.1,16.15,0,0.0
2019,7,bottas,6,71229.0,71095.0,71101.0,4,villeneuve,mercedes,2,3,Finished,15,1,257,6,861.0,120,2.0,2,2.0,2.0,0.0,-0.67,0.0,29.37,51.1,16.15,0,0.0
2019,7,gasly,5,72023.0,71196.0,71079.0,8,villeneuve,red_bull,8,5,Finished,11,3,110,0,839.0,32,6.0,0,9.33,8.4,0.0,-4.67,0.93,29.37,51.1,16.15,0,0.0
2019,7,giovinazzi,13,72122.0,72136.0,,13,villeneuve,alfa,18,19,+2 Laps,0,9,13,0,,0,18.0,0,15.67,14.6,0.0,2.0,1.07,29.37,51.1,16.15,0,0.0
2019,7,grosjean,15,72109.0,,,14,villeneuve,haas,13,10,Finished,1,6,16,0,,2,17.0,0,12.67,13.8,1.0,-1.33,-1.13,29.37,51.1,16.15,0,0.0
2019,7,hamilton,2,71518.0,71010.0,70446.0,1,villeneuve,mercedes,1,1,Finished,25,1,257,6,206.0,137,1.0,4,1.33,1.2,0.0,0.33,0.13,29.37,51.1,16.15,0,0.0
2019,7,hulkenberg,7,71720.0,71553.0,71324.0,7,villeneuve,renault,11,13,+1 Lap,0,8,14,0,1084.0,6,15.0,0,13.33,15.4,0.0,-4.67,-2.07,29.37,51.1,16.15,0,0.0
2019,7,kevin_magnussen,10,72107.0,71786.0,,17,villeneuve,haas,5,14,+1 Lap,0,6,16,0,,14,8.0,0,11.33,12.0,0.0,-3.0,-0.67,29.37,51.1,16.15,0,0.0
2019,7,kubica,20,74393.0,,,18,villeneuve,williams,20,18,+1 Lap,0,10,0,0,,0,20.0,0,17.33,17.0,0.0,-5.0,0.33,29.37,51.1,16.15,0,0.0
2019,7,kvyat,12,71965.0,71921.0,,10,villeneuve,toro_rosso,7,7,Finished,6,7,16,0,,9,12.0,0,11.67,13.2,0.0,-4.33,-1.53,29.37,51.1,16.15,0,0.0
2019,7,leclerc,3,71214.0,71205.0,70920.0,3,villeneuve,ferrari,15,20,Collision,0,2,139,0,680.0,57,5.0,0,10.0,7.6,0.0,-0.67,2.4,29.37,51.1,16.15,0,0.0
2019,7,max_verstappen,11,71619.0,71800.0,,5,villeneuve,red_bull,3,4,Finished,12,3,110,0,,78,4.0,0,3.67,3.8,0.0,0.0,-0.13,29.37,51.1,16.15,0,0.0
2019,7,norris,8,71780.0,71735.0,71863.0,20,villeneuve,mclaren,12,11,Finished,0,4,30,0,1623.0,12,11.0,0,13.0,12.6,0.0,-3.33,0.4,29.37,51.1,16.15,0,0.0
2019,7,perez,16,72197.0,,,12,villeneuve,racing_point,16,12,+1 Lap,0,5,17,0,,13,9.0,0,11.0,10.2,0.0,1.0,0.8,29.37,51.1,16.15,0,0.0
2019,7,raikkonen,17,72230.0,,,15,villeneuve,alfa,14,17,+1 Lap,0,9,13,0,,13,10.0,0,13.67,11.4,0.0,-4.33,2.27,29.37,51.1,16.15,0,0.0
2019,7,ricciardo,4,71837.0,71532.0,71071.0,6,villeneuve,renault,6,9,Finished,2,8,14,0,831.0,8,13.0,0,13.67,13.2,0.0,-4.0,0.47,29.37,51.1,16.15,0,0.0
2019,7,russell,19,73617.0,,,16,villeneuve,williams,19,15,+1 Lap,0,10,0,0,,0,19.0,0,15.67,15.6,0.0,2.33,0.07,29.37,51.1,16.15,0,0.0
2019,7,sainz,9,71750.0,71572.0,73981.0,11,villeneuve,mclaren,9,6,Finished,8,4,30,0,3741.0,18,7.0,0,7.0,10.8,0.0,3.0,-3.8,29.37,51.1,16.15,0,0.0
